article,content
NY-T 174,family of hostage start a march from tel aviv to jerusalem
NY-T 175,jewish student describe face antisemitism on campus to member of congress
NY-T 176,white house say rafah invasion would be a mistake and trump can not make bond
NY-T 177,scene of protest at college campus
NY-T 178,more pro palestinian protester arrest at u c l a
NY-T 179,some jewish student be target as protest continue at columbia
NY-T 180,israel recover the body of hostage
NY-T 181,biden say there be no equivalence between israel and hamas
NY-T 182,biden talk to xi about conflict from ukraine to the pacific
NY-T 183,u c l a remove police chief in the wake of a protest melee advertisement support by university of california los angeles official have be widely criticize for their failure to stop attack on pro palestinian protester at a campus demonstration bycorina knoll report from los angeles the campus police chief for the university of california los angeles have be remove from his post in the aftermath of aviolent hourslong attackon a pro palestinian encampment at the school during which security officer do not intervene the chief john thomas have be reassign temporarily while the university examine its security process accord to u c l a official mr thomas have beenunder intense criticismover the university  delay response to the melee on the night of april in which people be beat with pole or kick object be throw and chemical be spray into the air the attack be instigate by dozen of counterprotester many of whom do not appear to be student base on video of the incident even after officer from the los angeles police department arrive on the scene no arrest be make that night the university cancel in person class the next day push back midterm exam and scramble to address the overnight eruption of bloody violence gawin gibson have be name the act police chief for the campus mary osako vice chancellor for strategic communication say in a statement mr gibson be the captain of the university  operation bureau accord to the school  website we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 184,market brace for israel  next move
NY-T 185,palestinians return to an unrecognizable city after israelis withdraw
NY-T 186,netanyahu  far right partner reject cease fire compromise israel hamaswar advertisement support by coalition member threaten to topple israel  government if prime minister benjamin netanyahu accept a deal for a cease fire and the release of hostage that stop short of hamas  total destruction byadam rasgon prime minister benjamin netanyahu of israel maneuver into rougher political water on monday as far right partner threaten to bring down his government should israel agree to a cease fire deal that would end the war in gaza without eliminate hamas mr netanyahu tell lawmaker in a close door meeting on monday that president biden have not present the whole picture when he describe a propose cease fire from the white house last week accord to a person who attend the meeting and request anonymity mr netanyahu however express openness to a day pause in the fighting the person say embrace at least part of the phase of the part cease fire plan mr biden call the phase proposal which he say be put forward by israel a road map to an endure cease fire and to the release of the remain hostage in gaza if hama abide by the agreement  term the president say it would ultimately lead to the cessation of hostility permanently it be time to end this war mr biden say far right member of mr netanyahu  govern coalition itamar ben gvir the national security minister and bezalel smotrich the finance minister say on monday that they could not accept any deal that stop short of completely eliminate hamas as mr biden describe it on friday the israeli military  attack in gaza have already eliminate hamas as a major threat and that at this point hamas be no long capable of carry out another oct we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 187,netanyahu threaten very intense action at the lebanon border what be happen there middle eastcrisis advertisement here be a close look at the clash between israel and the lebanese militia hezbollah which have raise fear of a broad middle east conflict byeuan wardandmatthew mpoke bigg israel and hezbollah have trade fire across the lebanese border since the start of the war in gaza with more than people on both side of the boundaryforce to flee their home but the intensity of the attack have increase in recent day lead to fear of a full scale waron another front this week prime minister benjamin netanyahu of israel threaten further military action to ensure the return ofcivilian to community in northern israel here be some key question about the conflict and where it might be head hezbollah apowerful lebanese militia and political movement launch attack into israel on oct answer call by hama to open a front a day after the palestinian armed group that rule gaza lead a deadly assault on israel both hezbollah and hamas be back by iran hezbollah  leader hassan nasrallah have say that his group be try to pin israel  troop along the border and limit its capacity to attack hama in gaza hezbollah  conflict with israel go back decade israel have invade lebanon time in the last year most recently in when the side foughta monthlong warthat kill more than people in lebanon mostly civilian and more than in israel mostly soldier the current round of fighting mark the most serious escalation since then israel in february launch itsdeep strikesinto lebanon in year hit the bekaa valley in response to a surface to air missile attack that down an israeli drone over southern lebanon we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 188,senator urge biden to stop arm israel cite violation of u s aid law
NY-T 189,still miss in bridge collapse and r f k jr pick a running mate
NY-T 190,israeli troop pull out of a major gaza hospital after a week battle
NY-T 191,blinken arrive in italy for talk on israel and ukraine at g7 meeting
NY-T 192,israeli artist shut biennale show urge cease fire and hostage release
NY-T 193,biden will speak at morehouse and west point graduation
NY-T 194,activist deface portrait of balfour who support jewish homeland israel hamaswar advertisement support by a pro palestinian group slash and spray paint a century old portrait of the author of the balfour declaration at the university of cambridge in england bymarc tracy a pro palestinian group slash and spray painteda century old portrait of arthur james balfourat the university of cambridge on friday deface a painting of the british official whose pledge of support in for the establishment in palestine of a national home for the jewish people help pave the way to israel  founding decade later the group palestine action say in a statementthat the destruction of the portrait in trinity college cambridge be intend to call attention to the bloodshed of the palestinian people since the balfour declaration be issue particularly in light of the current conflict in gaza a spokeswoman for trinity whose alumnus include king charles iii as well as balfour himself say in a statement on friday that the college regret the damage cause to a portrait of arthur james balfour during public opening hour and that it have notify the police a cambridge police statement say officer be on the scene to investigate a report of criminal damage palestine action post a video of a protester spray the portrait paint in by philip alexius de lászló with red paint and then slash it with a sharp object the group  statement say balfour have give away the homeland of the palestinians a land that be not his to give away touch off what it describe as decade of oppression since oct when hamas militant invade southern israelkille approximately peopleand abduct other israeli bombing and invasion havekille more than people accord to gaza health official deface art have become a popular protest tacticin recent year it be perhaps most closely associate with environmentalist who have target painting by van gogh vermeer and monet this year woman from an environmental group enter the louvre andflung soup at the mona lisa most of the painting that have be target be cover or protect in some way andvery few be damage in recent week pro palestinian protester have target art in new york this week a few dozen demonstrator disrupt the opening of an israeli artist  show at a manhattan gallery hyperallergic report last month protestersinterrupte a conversationfeaturing an israeli artist whose drawing depict oct be be exhibit at the jewish museum anddozen chant free palestine in a demonstration at the museum of modern art marc tracyis a time reporter cover art and culture he be base in new york more about marc tracy advertisement
NY-T 195,americans race to get their family out of gaza then the border slam shut israel hamaswar advertisement support by the closure this month of the rafah border crossing into egypt the only way out for civilian have throw an already complicated system into disarray byhame aleaziz report from washington ghada redwan a year old pharmacist in houston have be try to get her parent out of gaza for month their bag packed and ready to go have be sit by their door in rafah the city where israel be nowconducte a military offensive but ms redwan have hit roadblock at every turn and like other palestinian americans desperate to get their relative to safety she have describe a confound bureaucratic maze involve the state department the government of israel and egypt politician advocacy group lawyer and more the closure this month of the rafah border crossing into egypt the only way out for civilian have throw an already complicated system into disarray lead to call for the united states to make a more forceful effort to evacuate the relative of american citizen you feel like there be nothing you can do ms redwan say in an interview you live comfortably you have money you be a u s citizen and your parent be suffer and there be nothing you can do for they it be just insane ms redwan last speak to her mother on monday morning day after an israeli strike thatkille dozen of palestiniansin a camp for displace people in rafah there be no safe place her mother tell she just pray for we since the start of the war month ago more than american citizen and their family have leave gaza with the assistance of the state department u s official say they be only a fraction of the hundred of thousand of gazan desperate to leave as the already dire condition there deteriorate we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 196,israeli hostage rescue fallout and far right wreak havoc in europe for more audio journalism and storytelling download new york times audio a new ios app available for news subscriber host bytracy mumford featuringisabel kershner matina stevis gridneffandtripp mickle produce bydavis land edit byjessica metzgerandtracy mumford on today  episode israel  euphoria over hostage rescue may be fleeting by isabel kershner in e u election the center hold but the far right still wreak havoc by matina stevis gridneff trump will have virtual interview with probation official on monday by chelsia rise marcius maggie haberman and william k rashbaum hey siri let us talk about how apple be give you an a I makeover by tripp mickle tune in and tell we what you think attheheadline nytime com for correction emailnytnew nytime com for more audio journalism and storytelling downloadthe new york times audio app available to time news subscriber on io andsign upfor our weekly newsletter isabel kershner a time correspondent in jerusalem have be report on israeli and palestinian affair since more about isabel kershner matina stevis gridneffis the brussels bureau chief for the time lead coverage of the european union more about matina stevis gridneff tripp micklereport on apple and silicon valley for the time and be base in san francisco his focus on apple include product launch manufacture issue and political challenge he also write about trend across the tech industry include layoff generative a I and robot taxi more about tripp mickle advertisement
NY-T 197,democratic donor warn biden over israel gaza policy
NY-T 198,world central kitchen have feed people in disaster and war zone around the globe
NY-T 199,biden embrace schumer  speech castigate netanyahu
NY-T 200,during a chaotic day columbia  president fight for her job
NY-T 201,what biden  anger could mean for israel and a look at the drama at disney
NY-T 202,school district to testify as congress expand antisemitism inquiry
NY-T 203,israel secretly target u s lawmaker and biden visit europe for more audio journalism and storytelling download new york times audio a new ios app available for news subscriber host bytracy mumford featuringpeter baker jonathan swananddeclan walsh produce byian stewart edit byjessica metzger tracy mumfordandjame shield on today  episode visit europe biden will find both solidarity and isolation by michael d shear and peter baker israel secretly target u s lawmaker with influence campaign on gaza war by sheera frenkel the g o p push for post verdict payback fight fire with fire by jonathan swan maggie haberman and charlie savage after trump  conviction house republicans vow again to target his foe by luke broadwater a war on the nile push sudan toward the abyss by declan walsh tune in and tell we what you think attheheadline nytime com for correction emailnytnew nytime com for more audio journalism and storytelling downloadthe new york times audio app available to time news subscriber on io andsign upfor our weekly newsletter special thank toshawn paik peter bakeris the chief white house correspondent for the time he have cover the last president and sometimes write analytical piece that place president and their administration in a large context and historical framework more about peter baker jonathan swanis a political reporter cover the presidential election and donald trump  campaign more about jonathan swan declan walshis the chief africa correspondent for the time base in nairobi kenya he previously report from cairo cover the middle east and islamabad pakistan more about declan walsh advertisement
NY-T 204,what we know about israel  deadly strike on u n school complex in gaza israel hamaswar advertisement israel say it strike classroom use by to palestinian militant gazan health authority say that many woman and child be among the dozen kill bybilal shbair aaron boxerman erika solomonandabu bakr bashir a day after israeli forcesbombe a u n school complexin central gaza that have become a shelter for displace palestinians some of the fact remain unclear or under contention israel say it strike classroom use by to palestinian militant include some who participate in the oct hamas lead attack on israel and that it be unaware of civilian casualty gazan health authority say that among the dozen of people kill many be child and woman here be what we know and do not know the multistory building be of several that make up the unrwa nuseirat boys preparatory school it be of the many school in gaza run by the main u n agency for palestinian refugee and their descendant like all ofthe territory  school it stop operate as a school in october after hamas lead an assault on israel and israel begin its retaliatory bombing campaign and like many of they it become crowded with people who displace by the war from home in other part of gaza seek shelter in school hospital and other institution they hope would be less likely to be bomb philippe lazzarini the director of the u n aid agency for palestinian refugee say people have be live in the school about quarter of gaza  roughly people have flee their home many of they multiple time the israeli military have refer to the school in nuseirat as a militant base say that fighter for hamas and palestinian islamic jihad use of its classroom to plan and conduct operation against israel we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 205,what to know about the hostage still in gaza israel hamaswar advertisement israel  military announce it have rescue hostage who be hold in gaza there be roughly captive still in the enclave byephrat livni israelis briefly breathe a collective sigh of relief on saturday when the military announce it have rescue hostage who be hold in gaza for month after be capture in the oct attack lead by hamas the hostage be take at the nova music festival on oct and be rescue in an operation in the town of nuseirat in central gaza early saturday the mission leave score of palestinians include woman and child dead news of the rescue raise renew question about the fate of those who remain in captivity and a propose cease fire deal how many hostage be still be hold in gaza roughly captive remain in gaza the israeli military have confirm that at least of they have die early this month the israeli military inform the family of hostage that they be dead and that their body be be hold by hamas in may the military recover the body of hostage and the family of thai citizen who have be capture be inform that their body be still be hold in gaza will israel undertake more rescue operation dozen of propose rescue mission have not go forward for fear the hostage or soldier would lose their life in the process accord to israeli defense official israeli troop have manage to rescue only live hostage in separate military operation in december israeli troop accidentally fire on and kill hostage in gaza who be try to reach safety we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 206,israeli soldier  video undercuts medic  account of sexual assault
NY-T 207,question persist as israel signal support for more aid for gaza
NY-T 208,what be the philadelphi corridor and why do it matter israel hamaswar advertisement an mile long strip of land between the gaza strip and egypt be the late focus of the israeli assault on hamas bymatthew mpoke bigg israel  announcement on wednesday that its force have gain control over a strip of land that run along the gaza strip  southern border suggest that it have fulfil of the goal of the country  war against hamas but it portend further isolation for palestinians in the enclave here be a look at the importance of the border strip to israel to palestinians and to egypt it be land around yard wide that run roughly mile from israel  border to the mediterranean the new border which divide the city of rafah be set up under the egypt israel peace treaty of to the northeast be gaza while egypt lie to the southwest egyptian border guard have be police the land under an agreement with israel make in when israeli force withdraw from gaza the israelis use the code name philadelphi for the strip while egyptian official call it salah al din senior israeli official have set control of the strip which in israel be call the philadelphi corridor as a military objective hamas have dig tunnel beneath the strip some wide enough for truck accord to military expert and use they to smuggle weapon and personnel into gazan territory this be the way they can get in and out without ask the israelis say ahron bregman a political scientist and expert in middle east security issue at king  college in london who be a former israeli military officer unless the tunnel be block he say in a previous interview hamas could rebuild its military capacity after the war during other regional conflict egypt have open its border to refugee but the government of president abdel fattah el sisi fear that if palestinian civilian cross the border to escape the war they could destabilize the country and become a drag on its economy we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 209,account of life in hamas captivity emerge in israel israel hamaswar advertisement support by the hostage rescue in gaza be describe as malnourished and traumatize byadam rasgonandisabel kershner report from tel aviv and jerusalem in the month after he be take hostage in israel and hide in the gaza strip andrey kozlov  captor keep drum in the same message the world they say have give up on he even his family have move on your mom be on vacation in greece the militant tell he your mom do not know about you at all and do not want to know so persuasive be they that when israeli security force burst through the door of the apartment where mr kozlov be be hold on saturday he be at unsure of whether they have come to save or kill he his parent say in an interview this week during which they recount his ordeal the account of mr kozlov  month in captivity come as a doctor in israel report that while he and the other rescue hamas hostage seem to be in fairly good condition at glance test show that all be malnourished and all say dr itai pessach the head of the medical team for return hostage at sheba medical center have suffer mistreatment in vary degree of frequency and intensity they be all abuse punish and torture physically and psychologically in many way he say dr pessach say the hostage he have examine have lose a lot of weight though they gain some back and their muscle be extremely waste the mix of poor nutrition confinement lack of sunlight and stress that they endure may have long term implication for their health he add hamas say it have treat the hostage well compare with israel  treatment of palestinian prisoner a claim that israeli official deny we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 210,biden  tiktok challenge reach gen z without draw its wrath
NY-T 211,israel face tough balancing act on russia and the west
NY-T 212,harris push for pause in fight in meeting with top israeli official israel hamaswar advertisement in a white house meeting on monday afternoon with benny gantz a member of israel  war cabinet the vice president also focus on the need for a deal to free hostage bymichael d shear zolan kanno youngsanderica l green reporting from washington vice president kamala harris who have emerge as of the lead voice for palestinians in closed door meeting press for a pause in fighting in gaza with a member of israel  war cabinet benny gantz at the white house on monday afternoon accord to the white house the vice president emphasize the urgency of secure a hostage deal and reduce the humanitarian crisis that have unfold alongside israel  war against hamas in response to attack on oct she praise israel  constructive approach to seek a week cease fire but urge the government to do more to allow desperately need humanitarian aid to reach those in need in gaza the vice president express her deep concern about the humanitarian condition in gaza and the recent horrific tragedy around an aid convoy in northern gaza a white house description of the meeting say it add that she urge israel to take additional measure in cooperation with the united states and international partner to increase the flow of humanitarian assistance into gaza the meeting come as the united states say it would continueairdrop of foodthat begin on saturday in an effort to confront what humanitarian group say be a crisis for the more than displace palestinians in rafah in southern gaza as israel prepare to deploy ground force there although ms harris have not stray too far from president biden  war message in a speech on sunday she take a tough tone in demand an immediate cease fire still she direct her remark at hamas not israel  leadership and repeat that she and the president remain unwavere in our commitment to israel  security in meeting at the white house she have be forceful in urge the administration not to dismiss the anger from palestinian americans and other in the united states who contend that mr biden have not do enough to prevent the death of ten of thousand of civilian in gaza accord to people familiar with the matter we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 213,biden critic push democrat to submit blank ballot in new york
NY-T 214,world court order israel to halt its military offensive into rafah israel hamaswar advertisement support by the international court of justice have no mean to enforce its order in the gazan city but the ruling add pressure on the government of prime minister benjamin netanyahu of israel bygaya gupta aaron boxermanandyonette joseph the international court of justice on friday order israel to immediately halt its military offensive in the city of rafah in southern gaza deal another blow to the country as it face increasinginternational isolationand a drumbeat of criticism over its conduct in the war the court have few effective mean of enforce its order and it stop short of order a cease fire in gaza with some of the court  judge argue that israel could still conduct some military operation in rafah under the term of their decision but the order add more pressure on the government of prime minister benjamin netanyahu who have face domestic and external call to reach a cease fire deal with hama that would lead to the release of hostage hold in gaza the court consider that in conformity with obligation under the genocide convention israel must immediately halt its military offensive and any other action in the rafah governorate which may inflict on the palestinian group in gaza condition of life that could bring about its physical destruction in whole or in part the court  president nawaf salam say in readingthe ruling the court base at the hague also specify the need for open land crossing in particular the rafah crossing as part of its request for the unhindered provision of humanitarian assistance and service israel have control the rafah cross for more than week and very few aid truck have enter the enclave since accord to united nations datum the israeli government say in a statement that its military have not and will not take action that would lead to the partial or complete destruction of the palestinian population of rafah in effect it say that the court  decision have no bearing on israel  offensive because the prohibit act be not occur we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 215,netanyahu be set to address congress on july israel hamaswar advertisement the political divide over the israeli prime minister be evident even in the announcement of when he would appear with republican and democratic leader issue separate statement byannie karni report from washington prime minister benjamin netanyahu of israel will address a joint meeting of congress on july the top congressional republicans announce on thursday night speaker mike johnson of louisiana and senator mitch mcconnell republican of kentucky and the minority leader say in a statement that the speech would offer mr netanyahu the opportunity to share the israeli government  vision for defend their democracy combat terror and establish just and last peace in the region but in a separate statement that hint at the deep political divide over mr netanyahu and israel  war in gaza senator chuck schumer democrat of new york and the majority leader say he harbor clear and profound disagreement with the prime minister which I have voice both privately and publicly and will continue to do so he say he nevertheless have join the request for mr netanyahu to address congress because america  relationship with israel be ironclad and transcend person or prime minister early this year mr schumer call for mr netanyahu to step down and for israel to hold new election the bipartisan invitation to mr netanyahu issue last month by the top congressional leader with no date attach mask a fraught behind the scene debate over receive he the need for separate statement from the leader of the party explain their different rationale for extend the invitation underscore those tension some progressive like senator bernie sanders of vermont have already promise to boycott the speech call mr netanyahu a war criminal for his tactic in the war against hamas which have kill ten of thousand of people in gaza and cause a humanitarian disaster republicans in contrast be eager to hug mr netanyahu close and unequivocally back his policy mr johnson have be the drive force behind the invitation I be very moved to have the privilege of represent israel before both house of congress and to present the truth about our just war against those who seek to destroy we to the representative of the american people and the entire world mr netanyahu say in a statement accept the invitation annie karniis a congressional correspondent for the time she write feature and profile with a recent focus on house republican leadership more about annie karni advertisement
NY-T 216,israel help organize convoy that end in disaster israel hamaswar advertisement support by it be of convoy put together by local palestinian businessman this week at the behest of israeli official who promise to provide security byaaron boxerman adam rasgonandandy newman the gaza aid convoy that end in bloodshed this weekwas organize by israel itselfas part of a newly hatch partnership with local palestinian businessman accord to israeli official palestinian businessman and western diplomat israel have be involve in at least such aid convoy to northern gaza over the past week it undertake the effort israeli official tell western diplomat to fill a void in assistance to northern gaza where famine loom as international aid group have suspend most operation cite israeli refusal to greenlight aid truck and rise lawlessness the diplomat speak on condition of anonymity give the sensitivity of the matter israeli official reach out to multiple gazan businessman and ask they to help organize private aid convoy to the north of the businessman say while israel would provide security theunite nation have warnedthat more than gazan particularly in northern gaza be face catastrophic level of deprivation and starvation after nearly month of war and an almost complete israeli blockade of the territory follow the oct attack lead by hama some resident have resort to raid the pantry of neighbor who flee their home while other have be grind up animal feed for flour u n aid convoy carry essential good to northern gaza have be loot either by civilian fear starvation or organize gang amid the anarchy that have follow israel  ground invasion my family friend and neighbor be die from hunger say jawdat khoudary a palestinian businessman who help organize some of the truck involve in the israeli relief initiative we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 217,famine be imminent for northern gaza expert say
NY-T 218,johnson  plan for ukraine aid meet republican pushback muddy its path
NY-T 219,lebanese official blame israel  spy agency for kill near beirut
NY-T 220,biden say israel have improve aid flow to gaza but must do more
NY-T 221,as rafah offensive grind on hunger in gaza spiral israel hamaswar advertisement support by aid official and health expert expect famine this month unless israel lift barrier to aid the fighting stop and vital service be restore byvivian yee bilal shbairandmatthew mpoke bigg for week the gaza strip  southernmost city rafah be of the few place where desperate gazan could find some aid and food bakery sell bread fuel power generator market be open if expensive but since israeli force begin an incursion in the city this month effectively close the main crossing where aid enter rafah have become a place of fear and dwindle supply bakery have shutter so have malnutrition treatment center the price of the firewood that many people now use to cook have double tomato cucumber and pepper have grow so expensive that they be sell by the piece not by the kilogram family hide what can good they still have they eye their empty sack of flour calculate how long they will last there be always something miss in the tent say ahmed abu al kas who be shelter in rafah with his family if we have bread we do not have water if we have firewood we do not have some basic vegetable for month international aid official and health expert have warn that famine will come for gaza unless israel lift barrier keep most humanitarian aid out the fighting stop and vital service such as health care and clean water which must be in place to fend off malnutrition be restore none of those condition have be meet we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 222,pro palestinian encampment at penn grow as commencement nears advertisement when ask about the protest gov josh shapiro of pennsylvania say on thursday that it be past time for penn  administration to clear the encampment bymattathias schwartz report from philadelphia a pro palestinian encampment at the university of pennsylvania have expand as student wrap up exam and the university finalize its plan for graduation ceremony on may a post onsocial mediaby an account associate with the penn encampment say the expansion on wednesday night be in response to the administration  continue bad faith negotiation over demand that the university divest from financial support for israel steve silverman a spokesman for penn decline to comment on the activist assertion that the university be not negotiate in good faith for nearly week the protester have be occupy the west side of a green space in front of college hall the old building on campus on wednesday night after a march that bring a large group of student and philadelphia activist to college hall protester expand the encampment to the east side of the green space move the metal barrier that have be erect to mark the boundary of the protest space penn  administration have largely take a hand off approach to the encampment but on thursday afternoon the university announce action against student in connection with the unauthorized encampment in astatement post on penn  website the university say it have impose mandatory temporary leave of absence on the student pende disciplinary investigation when ask on thursday about the protest gov josh shapiro of pennsylvania say that it be past time for penn  administration to clear the encampment over the last hour at the university of pennsylvania the situation have get even more unstable and out of control he say speak at an unrelated news conferencenear pittsburgh the governor who be a nonvoting member of penn  board of trustee demur when ask whether he would take independent action say that the matter be well leave to campus administrator and local police on thursday the scene around the encampment be subdue some protester rest on a plinth beneath a statue of benjamin franklin other walk around the encampment with the chief of penn  fire and emergency service who be survey the ground for potential hazard outside the barrier be small group of police officer college administrator and pro israel counterprotester this week penn announcedspecial security measure for commencement include no bag and airport style security screening advertisement
NY-T 223,a loyal israel ally germany shift tone as the toll in gaza mount
NY-T 224,amid israeli restriction friday of ramadan see little unrest at al aqsa mosque
NY-T 225,practically fast for month gazan struggle to celebrate ramadan
NY-T 226,israel cite new initiative for gaza aid but progress have be slow
NY-T 227,gaza begin ramadan with no cease fire
NY-T 228,outside israel  parliament protester explain why they think netanyahu must go
NY-T 229,the war be shift europe  politic away from israel israel hamaswar advertisement news analysis the recognition of palestinian statehood by spain ireland and norway highlight the change center of gravity but there also be staunchly pro israel nation in europe bymatina stevis gridneff report from brussels in europe long a vital source of support for israel the political center of gravity be move away from prime minister benjamin netanyahu  government spain ireland and norway on wednesday recognize palestinian statehood despite vehement israeli and american opposition and most european government offer unequivocal support to the international criminal court this week after it request arrest warrant for israel  prime minister and defense minister along with leader of hamas israel still have staunch ally within the european union especially hungary and the czech republic and key player like germany despite grow discomfort with israel  conduct have not show any inclination to alter their stance the grow fissure within europe mean that the consensus drive european union will not change its position any time soon but european country face rise international and domestic pressure to take a firm stand against israel  handling of the palestinian territory and particularly the devastating war in gaza sweden prominently become of a handful of european union member to recognize palestinian statehood a decade ago europe have long support the eventual creation of a palestinian state the state solution that israel  government steadfastly oppose and voice frustration with israel  handling of the gaza strip and the occupy west bank but most nation have be unwilling to go far instead the european union before the war be move close to israel include through financially and politically important partnership in trade and science we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 230,under israeli bomb a wartime economy emerge in gaza israel hamaswar advertisement support by amid the destruction a marketplace of survival have arise focus on the basic food shelter and money byraja abdulrahimandbilal shbair raja abdulrahim report from jerusalem and bilal shbair from deir al balah gaza on table and desk from school turn shelter wartime vendor line a street sell use clothe baby formula can food and the rare batch of homemade cookie in some case entire aid parcel still emblazon with the flag of their donate country and mean to be distribute for free be stack on sidewalk and sell for price few could afford issam hamouda stand next to his paltry commercial offering an array of canned vegetable and bean from an aid carton his family have receive most of the good find in the market be label not for sale he say before the israel hamas war devastate gaza  economy he be a drive instructor now mr hamouda support his family of the only way he can by resell some of the food aid they receive every few week once I get kilo of dry date and sell a kilo for shekel he say refer to the israeli currency amount to roughly $ in the month since israel start bombard gaza and impose a siege in response to the oct hamas lead attack the enclave  economy have be crush people have be force to flee their home and job market factory and infrastructure have be bomb and flatten farmland have be scorch by airstrike or occupy by israeli force we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
NY-T 231,back from gaza hospital doctor tell washington of horror amid cease fire push
NY-T 232,pro palestinian activism mark cuny law graduation despite speaker ban advertisement support by with speech cancel student at the cuny school of law ceremony chant carry sign and walk out bymaia coleman in some way a walkout by pro palestinian student at the city university of new york school of law  commencement on thursday be part of the unique political moment that have mark the class of  graduation season at so many university but cuny law student be also carry on something of a graduation tradition at their school student chant pro palestinian message wave paint banner as they walk across the stage and turn their back to the law school  dean sudha setty during her remark onstage at the apollo theater in harlem then after the last degree have be confer dozen of student rise from their seat and walk out join by a handful of professor and guest it remind I so much of why I come to cuny law ale humano of the graduate who walk out of the ceremony say the walkout on thursday be not the time that tension over israel have take center stage during a commencement ceremony for the new york city public law school the school which be know for foster public interest lawyer have be a hot spot for pro palestinian activism for year and its graduation ceremony have recently become the site of conflict over politic relate to israel for the past year law school commencement speaker have make support for palestinians and opposition to israel a focus of their speech elicit criticism from public official who call the speech antisemitic in fatima mousa mohamme a yemeni immigrant and an activist devote to the palestinian cause denounce israeli settler colonialism in her address the speech set off furious coverage and a wave of public criticism include from mayor eric adams who speak at the same ceremony and condemn the speech  divisiveness we be have trouble retrieve the article content please enable javascript in your browser setting thank you for your patience while we verify access if you be in reader mode please exit andlog intoyour times account orsubscribefor all of the time thank you for your patience while we verify access already a subscriber log in want all of the time subscribe advertisement
